P21215	P21215
Q39786	P49063
Q39786	P24548
Q39786	Q40312
Q39786	Q05967
Q0BZD8	Q0BZD8
B1LY53	B1LY53
Q2SHM3	Q2SHM3
Q2SHM3	B3RBH4
Q2SHM3	Q0JZT9
Q2SHM3	Q46UV8
Q2SHM3	Q39BS5
Q2SHM3	Q62CM5
Q2SHM3	Q1BQZ3
Q2SHM3	A3P2G7
Q2SHM3	Q3JH97
Q2SHM3	Q63NF6
Q2SHM3	Q2T3K6
Q2SHM3	Q02JF1
Q2SHM3	Q1I7U0
Q2SHM3	Q4K9L8
Q2SHM3	A5W695
Q2SHM3	Q3K9Y3
Q2SHM3	B1JBM5
Q2SHM3	Q128B2
Q2SHM3	Q46NS0
Q04J42	Q04J42
Q51792	Q51792
P37287	P37287
Q10949	Q10949
P54737	P54737
D0N4E2	D0N4E2
Q4R581	Q4R581
Q54SA1	Q54SA1
Q54SA1	Q54K50
Q49402	Q49402
Q14GM4	Q14GM4
Q14GM4	Q2A374
Q14GM4	Q5NF71
Q14GM4	A4IWY2
Q24VA3	Q24VA3
B9M1A8	B9M1A8
A5IYF1	A5IYF1
B3CMU6	B3CMU6
Q5BA88	Q5BA88
Q5BA88	B0YB89
Q5BA88	Q5AY82
Q5BA88	B0Y9M8
Q5BA88	Q4WC29
Q5BA88	A1DBJ7
Q58709	Q58709
F8G0P1	F8G0P1
F8G0P1	H8ZPX1
O13911	O13911
B2UNA9	B2UNA9
B8E2S5	B8E2S5
B8E2S5	B5YEB0
B8E2S5	A5N848
B8E2S5	C3L0B0
B8E2S5	A5I4I7
B8E2S5	B1II43
B8E2S5	A7GG00
B8E2S5	B1KWK1
B8E2S5	Q0TPS3
B8E2S5	A6TM05
B8E2S5	A6TNZ5
B8E2S5	A6TRK1
B8E2S5	Q18BI4
B8E2S5	B0K9P4
B8E2S5	A4XL64
B8E2S5	B9MR54
B8E2S5	A3DCH7
B8E2S5	B8I2R5
A8FK76	A8FK76
A7NET5	A7NET5
A7NET5	Q2A186
A7NET5	Q0BK05
A7NET5	Q5NI92
A7NET5	A4J049
B5YKK1	B5YKK1
Q4QLZ4	Q4QLZ4
Q4QLZ4	P0A1X4
Q4QLZ4	Q1CAM4
Q4QLZ4	P58611
Q4QLZ4	Q1CFF7
Q4QLZ4	Q15WF3
Q4QLZ4	A0KHH3
Q4QLZ4	Q12NX7
Q4QLZ4	Q325W1
Q4QLZ4	P65323
Q4QLZ4	P21645
Q4QLZ4	C4L854
Q4QLZ4	Q57T29
Q4QLZ4	Q5PD75
Q4QLZ4	P0A1X5
C3PLI9	C3PLI9
C3PLI9	Q1RK48
C3PLI9	P58186
C3PLI9	C4K0S8
C3PLI9	B0BUY7
Q3ECH2	Q3ECH2
Q5ZU17	Q5ZU17
A8M8Q8	A8M8Q8
A0JNM6	A0JNM6
O43318	O43318
O43318	A2VDU3
O43318	Q62073
O43318	Q5RFL3
P38158	P38158
P38158	Q08295
P38158	P0CW40
P38158	P53051
O18497	O18497
Q48462	Q48462
Q48462	P26340
Q48462	P07874
Q48462	P59785
P47418	P47418
A6P320	A6P320
G4NDR3	G4NDR3
Q29JI9	Q29JI9
Q29JI9	Q5FWY4
Q29JI9	Q498J7
Q29JI9	Q61J08
Q29JI9	P34647
P86074	P86074
P9WHS0	P9WHS0
A2C165	A2C165
P9WNY8	P9WNY8
P9WNY8	A0QRI8
Q55DL2	Q55DL2
A0A1D3PCI9	A0A1D3PCI9
Q0SFY5	Q0SFY5
Q254K9	Q254K9
Q254K9	Q5L5Z1
C5A2X8	C5A2X8
C5A2X8	O58679
P75539	P75539
P33655	P33655
P12000	P12000
P12000	P04819
A5FRL4	A5FRL4
A5FRL4	Q3ZX08
Q4A899	Q4A899
B0BUZ1	B0BUZ1
B0BUZ1	A8EZT5
B0BUZ1	Q4UN15
Q28J83	Q28J83
Q28J83	P80254
Q28J83	Q5ZMG0
Q28J83	P30046
Q28J83	O35215
Q3SZM7	Q3SZM7
Q3SZM7	P31428
Q3SZM7	P22412
Q3SZM7	P31429
Q3SZM7	P31430
Q3SZM7	P43477
P14020	P14020
P34699	P34699
P46957	P46957
Q24324	Q24324
Q24324	Q63932
Q24324	P31938
Q24324	P29678
Q24324	Q01986
Q24324	Q05116
Q24324	Q1HG70
Q24324	P36507
Q24324	P36506
A3CSJ1	A3CSJ1
Q64623	Q64623
Q64623	P28562
Q64623	Q13115
P52409	P52409
P9WNN3	P9WNN3
P9WNN3	A1KN36
P86251	P86251
Q5DW34	Q5DW34
Q1HRV8	Q1HRV8
Q3IU70	Q3IU70
Q3IU70	B0R7C0
P98073	P98073
P98073	P98072
I1RF79	I1RF79
A1BDW9	A1BDW9
A1BDW9	Q3AU83
A1BDW9	B4SDW6
A1BDW9	B3QLZ5
A1BDW9	A4SG33
Q2JP15	Q2JP15
Q2JP15	Q31Q39
Q2JP15	O52751
Q01887	Q01887
Q01887	P34925
P77816	P77816
A4ISX2	A4ISX2
A4ISX2	Q5KV31
A5IM05	A5IM05
A5IM05	B7ICY9
A5IM05	A7ZD16
A5IM05	B8DRH3
A5IM05	Q17XE2
A5IM05	Q30RR0
A5IM05	Q1CT83
A5IM05	B2UT44
A5IM05	O25475
A5IM05	B8J1J9
A5IM05	A7H409
A5IM05	Q0P9V7
A5IM05	B9KFM5
A5IM05	B4U965
Q58989	Q58989
Q05567	Q05567
Q12505	Q12505
A1A5Q6	A1A5Q6
P56406	P56406
P54735	P54735
Q5HZ00	Q5HZ00
A7BFV8	A7BFV8
P9WLG0	P9WLG0
P9WLG0	P64964
Q24JL3	Q24JL3
O27115	O27115
Q3JVW8	Q3JVW8
Q3JVW8	Q39D35
Q3JVW8	Q1BTQ6
Q3JVW8	Q63X78
Q3JVW8	Q2T116
Q3JVW8	Q145L3
Q61SU7	Q61SU7
B0B8X5	B0B8X5
B0B8X5	B0BAK4
B0B8X5	Q255X6
A9F881	A9F881
A9F881	B8JA57
A9F881	Q2IIJ0
A9F881	B4UCX8
A9F881	Q1D406
O33551	O33551
A8QCV4	A8QCV4
A8QCV4	E1CJK0
D0NP70	D0NP70
D0NP70	B7FRU7
D0NP70	C5Y9R0
D0NP70	Q3LSN4
D0NP70	Q3LSN5
D0NP70	B8A031
D0NP70	B9H5L9
D0NP70	A5CB81
A3PBB9	A3PBB9
A3PBB9	A2BV61
A3PBB9	A2BPM9
P26876	P26876
F2JXJ3	F2JXJ3
B5RL78	B5RL78
A0A0J9XK58	A0A0J9XK58
A0A0H3JR16	A0A0H3JR16
A0A0H3JR16	O07608
O54067	O54067
B3QR04	B3QR04
Q3KLU2	Q3KLU2
Q3KLU2	Q255P5
Q0C1B1	Q0C1B1
Q4QMG1	Q4QMG1
Q4QMG1	P44046
Q4QMG1	Q0I254
Q4QMG1	C4LG06
Q4QMG1	C3LNF3
Q4QMG1	A5F743
Q4QMG1	A1KSF3
Q4QMG1	A9M211
Q4QMG1	B5FF31
Q4QMG1	Q5E4E9
Q4QMG1	B6EH41
B1YVD7	B1YVD7
B1YVD7	B4E9F8
B1YVD7	Q39DJ6
B1YVD7	Q3JVA8
B1YVD7	Q13US1
B1YVD7	A6T172
B1YVD7	Q475F8
Q3UHC2	Q3UHC2
Q3UHC2	Q38SD2
C0ZG49	C0ZG49
C0ZG49	Q5WFI5
C0ZG49	A7Z4G5
C0ZG49	B8DDQ9
C0ZG49	C1KWE3
C0ZG49	C3P663
C0ZG49	B7GFB0
C0ZG49	A7GRL8
C0ZG49	B9IVX0
C0ZG49	A9VTD3
C0QGT5	C0QGT5
Q2RK54	Q2RK54
Q2RK54	Q3A1R4
Q2RK54	Q39YS9
Q2RK54	Q24TI7
Q2RK54	B8FT17
Q2RK54	A5D178
Q60860	Q60860
Q60860	Q2NKS0
Q60860	A6XA80
P29334	P29334
P9WG50	P9WG50
P9WG50	P64838
Q5JFW3	Q5JFW3
A8AA51	A8AA51
Q23192	Q23192
Q23192	A8XKM2
Q2PFX0	Q2PFX0
Q07233	Q07233
P0DXD8	P0DXD8
O43825	O43825
B8G945	B8G945
B8G945	B4SC78
B8G945	Q3APL0
B8G945	B3EGV4
B8G945	A4SCU5
B8G945	B3QZE2
B8G945	A7NJG0
B8G945	A5UUJ5
B8G945	B4S592
P54157	P54157
O52847	O52847
P22505	P22505
E6SRF9	E6SRF9
P52664	P52664
P52664	A0A5R8T042
P52664	O33807
P52664	O65975
P52664	P22391
P52664	P23954
P52664	P80298
P52664	P80545
P52664	Q47066
P52664	Q01166
P52664	A0A649V088
O18017	O18017
B0K2C2	B0K2C2
P0CQ62	P0CQ62
P0CQ62	P0CQ63
P31570	P31570
P31570	P0A9H6
A5ILI6	A5ILI6
L7T720	L7T720
L7T720	Q50LH4
Q64444	Q64444
B4QHH0	B4QHH0
B4QHH0	B4JW98
B4QHH0	Q291J4
B4QHH0	B4P6P6
A6WZJ5	A6WZJ5
A6WZJ5	A9IWF8
A6WZJ5	Q57C28
A6WZJ5	A9M6F1
A6WZJ5	C0REC2
A6WZJ5	A5VRM1
A6WZJ5	P38098
A6WZJ5	Q5LTN6
A6WZJ5	A1UTE8
A6WZJ5	C5BQ30
A6WZJ5	B8GNX4
A6WZJ5	P58895
A6WZJ5	O50235
A6WZJ5	P0A6F1
A6WZJ5	Q50983
P00484	P00484
P00484	P22616
Q3Z6K1	Q3Z6K1
Q4A729	Q4A729
Q4KCZ0	Q4KCZ0
I6XD65	I6XD65
B1VAN5	B1VAN5
E3VWI7	E3VWI7
P41812	P41812
Q4K681	Q4K681
P20584	P20584
P0A9L7	P0A9L7
P0A9L7	P0A9L6
P0A9L7	P0A266
P0A9L7	P0A265
O94647	O94647
Q5R4F9	Q5R4F9
A0A1L7T8M0	A0A1L7T8M0
Q27451	Q27451
A7FPK5	A7FPK5
A7FPK5	C3KW94
A7FPK5	A5I7R3
A7FPK5	B1IGZ5
A7FPK5	B1KTE0
A7FPK5	A5N4J2
A7FPK5	B9DY54
Q5JDJ9	Q5JDJ9
Q5JDJ9	C5A7L1
Q5JDJ9	O50110
Q2GEF4	Q2GEF4
O94584	O94584
P9WQK8	P9WQK8
Q38ZL1	Q38ZL1
Q38ZL1	Q03HM9
Q38ZL1	Q2SRJ4
A5FBA3	A5FBA3
P15950	P15950
P68404	P68404
P68404	P05772
P68404	P68403
P68404	A8KBH6
P68404	Q25378
P68404	P20444
P68404	P04409
P68404	P13677
P68404	P63318
P68404	P05128
P68404	Q4R4U2
P68404	P10829
P68404	P63319
P85112	P85112
A0A1X9ISH5	A0A1X9ISH5
O30175	O30175
Q14JV8	Q14JV8
Q14JV8	B0TWY5
Q14JV8	Q2A1V7
Q14JV8	A0Q893
Q14JV8	Q0BKK1
A5IQ34	A5IQ34
A5IQ34	P65248
A5IQ34	P65249
P0CO53	P0CO53
Q5ZCW1	Q5ZCW1
B9DU98	B9DU98
B9DU98	Q5HE16
B9DU98	Q4L868
B9DU98	B4U1G6
B9DU98	P50978
B9DU98	P0DB40
B9DU98	B8ZQ59
B9DU98	A3CPH0
B9DU98	P50977
B9DU98	A6QJ33
B9DU98	P67767
B9DU98	P67768
B9DU98	Q5X9Y7
B9DU98	Q1JK01
B9DU98	Q48RC8
B9DU98	B3W7I3
B9DU98	C7N8L9
B9DU98	A7X569
B9DU98	A6U3R9
B9DU98	A5IUX8
B9DU98	Q2YYJ9
B2S1S1	B2S1S1
B2S1S1	O51114
P72660	P72660
P72660	Q51876
P0A1W2	P0A1W2
O31287	O31287
B3QZ04	B3QZ04
Q54L00	Q54L00
A0A218NGS0	A0A218NGS0
P80909	P80909
P80909	O26799
P26469	P26469
P26469	P24173
P0AC79	P0AC79
P33886	P33886
O75191	O75191
Q5QQ52	Q5QQ52
O04086	O04086
P55548	P55548
P37566	P37566
O34363	O34363
O06979	O06979
Q555N7	Q555N7
Q2GFZ6	Q2GFZ6
Q2GFZ6	Q5PB72
A2R8S7	A2R8S7
A2R8S7	Q4WCF1
A2R8S7	Q0D1U6
A2R8S7	Q2HD63
A2R8S7	Q1E5I0
A2R8S7	Q4P2Q7
A2R8S7	A5DLW3
A2R8S7	A5E0Z9
A2R8S7	A4REV8
A2R8S7	P47096
Q04616	Q04616
B2XBQ5	B2XBQ5
B2XBQ5	F8WLS6
B2XBQ5	G3FIN9
P08988	P08988
O93744	O93744
Q4R766	Q4R766
Q4R766	Q08DW9
Q5E9H9	Q5E9H9
Q5BLY5	Q5BLY5
Q4FLS7	Q4FLS7
A1R3U5	A1R3U5
Q04400	Q04400
Q04400	O95622
Q04400	P30804
Q04400	O43306
B1I493	B1I493
B1I493	A5D1P3
Q4W9R0	Q4W9R0
P53000	P53000
Q03J03	Q03J03
Q03J03	Q02XW0
Q03J03	Q5M2U1
Q03J03	Q1JAG3
Q03J03	Q3K395
Q03J03	B4U4K6
Q03J03	Q5XAL0
Q03J03	A4W028
Q03J03	A8AX77
Q03J03	Q04KZ2
Q03J03	C1C6R4
Q03J03	B8ZP35
Q03J03	A3CMT1
Q03J03	C1CK18
F4IE66	F4IE66
O22711	O22711
A0A1D8PHR5	A0A1D8PHR5
A0A1D8PHR5	Q59Y37
O69251	O69251
O69251	P08838
O69251	O07126
O69251	P23533
O69251	Q5HQ85
O69251	P45595
O09114	O09114
O09114	Q29487
O09114	O97921
Q2ST16	Q2ST16
A8G2Q9	A8G2Q9
A8G2Q9	A3PAX1
A8G2Q9	A2BUN1
P28196	P28196
Q64604	Q64604
Q64604	P23468
Q64604	Q64487
Q64604	A4IFW2
O26742	O26742
P74232	P74232
B3DT37	B3DT37
B3DT37	A1A0S2
B3QQZ0	B3QQZ0
B3QQZ0	Q3APK8
B3QQZ0	Q3B6D0
B3QQZ0	A1BJ01
B3QQZ0	A4SCU2
B3QQZ0	B4SC75
B3QQZ0	P9WHN3
B3QQZ0	A1SPV6
B3QQZ0	Q3A8S5
B3QQZ0	Q0S555
B3QQZ0	A0QLW6
B3QQZ0	A1KFH8
B3QQZ0	C1AK32
B3QQZ0	A6WFJ3
B3QQZ0	B2GL12
B3QQZ0	A4T142
B3QQZ0	B8ZU80
B3QQZ0	A0QQH7
B3QQZ0	A1UA84
B3QQZ0	Q1BEP8
B3QQZ0	Q2S1J1
Q4WHT8	Q4WHT8
Q4WHT8	Q00770
A0QTG1	A0QTG1
A0QTG1	C1AH36
A0QTG1	A5U7T6
A0QTG1	P9WP78
A0QTG1	P9WP79
K3VH30	K3VH30
P09347	P09347
P84981	P84981
O35465	O35465
O54249	O54249
O54249	O34171
B7J3C1	B7J3C1
Q1AVZ9	Q1AVZ9
O69529	O69529
B1N044	B1N044
Q3ABL4	Q3ABL4
P49351	P49351
P49351	P0C565
P49351	O24241
P49351	Q43315
P49351	P49352
P49351	O24242
P49351	P49353
P49351	Q4WEB8
P49351	A0A1D8PH78
P49351	P08524
Q68F54	Q68F54
Q68F54	Q2A121
Q604V6	Q604V6
Q604V6	D3RVH4
Q64ZS4	Q64ZS4
Q64ZS4	A6L048
Q64ZS4	B5RDV4
Q64ZS4	B4T4X1
Q64ZS4	Q5PEK9
Q64ZS4	C0PXG5
Q64ZS4	Q32CB6
Q64ZS4	P69923
Q64ZS4	B7UHL8
Q64ZS4	B7MLC3
Q64ZS4	B7LEY2
Q64ZS4	B7NVV0
Q64ZS4	B7MZ98
Q64ZS4	B7LXL8
Q64ZS4	C4ZZV7
Q64ZS4	A8A3T7
Q64ZS4	P69922
Q64ZS4	B6I6K0
Q64ZS4	B5XUY5
Q64ZS4	B5F4S3
Q64ZS4	Q57KE0
Q64ZS4	B5FTY1
Q64ZS4	B5QWR0
Q64ZS4	Q04I16
Q64ZS4	C1CB02
Q64ZS4	B8ZPZ6
Q64ZS4	B2INH7
Q64ZS4	C1CHF7
Q64ZS4	C1CND0
P21217	P21217
P21217	Q11128
P21217	P56433
P56110	P56110
Q5XIG6	Q5XIG6
Q5XIG6	Q01415
P0A9S4	P0A9S4
A1ULE3	A1ULE3
A1ULE3	A3Q5U2
A1ULE3	Q5YW64
A1ULE3	A4X7Y6
A1ULE3	A8M5J6
Q54Y55	Q54Y55
O09164	O09164
O09164	P41975
O09164	Q08420
P37079	P37079
Q54KQ7	Q54KQ7
C4L9A9	C4L9A9
C4L9A9	P60659
C4L9A9	B5FUJ7
C4L9A9	B4T5J3
C4L9A9	B4TV55
C4L9A9	Q0T0V3
C4L9A9	B1LDE8
C4L9A9	C4K6F4
C4L9A9	B5XUB1
C4L9A9	A9KY70
C4L9A9	A1S712
C4L9A9	Q12LW6
C4L9A9	Q083L6
C4L9A9	A3QDD8
C4L9A9	A4Y5Y9
C4L9A9	A8FWJ3
C4L9A9	Q0HJY2
C4L9A9	A1RKK8
C4L9A9	B1KRD4
C4L9A9	A1TY02
C4L9A9	A0KIP8
B1I5Z0	B1I5Z0
B1I5Z0	A3DDA0
B1I5Z0	Q5WB31
B1I5Z0	B0K172
B3M383	B3M383
B3M383	B3P3W1
B3M383	B4HLH4
B3M383	B4JT42
B3M383	B4K5R2
B3M383	B4LX81
B7F7B9	B7F7B9
B7F7B9	Q43876
O82039	O82039
Q0P4J9	Q0P4J9
Q0P4J9	D2HBV9
Q0P4J9	C7T2J9
A2XW02	A2XW02
Q68FU4	Q68FU4
Q1LRA3	Q1LRA3
O67004	O67004
C0R4G7	C0R4G7
C0R4G7	B3CLR5
A9NGN9	A9NGN9
A6GX80	A6GX80
A6GX80	Q11PK9
Q5SJV9	Q5SJV9
Q5SJV9	Q1IXM5
Q5GSJ1	Q5GSJ1
Q5GSJ1	Q2GHQ1
A7IAG1	A7IAG1
A1VBA3	A1VBA3
A1VBA3	Q30Y02
B5Z848	B5Z848
B5Z848	B6JMP1
Q5LC76	Q5LC76
Q5LC76	Q64T65
O36017	O36017
P0C0R3	P0C0R3
P0C0R3	P65288
P0C0R3	Q5HCM7
P0C0R3	P65289
P42425	P42425
A0A5J6BJN5	A0A5J6BJN5
A0A5J6BJN5	B2B5J7
A0A5J6BJN5	G2QA92
A5WGE2	A5WGE2
A5WGE2	A4SQH0
A5WGE2	Q1QA21
C0QR27	C0QR27
C0QR27	B2V704
Q0APV5	Q0APV5
A1VZF9	A1VZF9
A1VZF9	A8FLM4
A6LIV7	A6LIV7
Q555H8	Q555H8
P54302	P54302
A0A0A2JVV3	A0A0A2JVV3
P76159	P76159
O59398	O59398
O95819	O95819
O95819	P83510
O95819	P97820
O06924	O06924
P41124	P41124
Q5ZKL6	Q5ZKL6
Q5ZKL6	Q3T1J2
P38132	P38132
A5N4L9	A5N4L9
A5N4L9	B9DY81
Q3BY34	Q3BY34
Q2NGI3	Q2NGI3
Q2NGI3	D9PVI7
P57551	P57551
P57551	P77265
P24719	P24719
B2UPN5	B2UPN5
A5UAK7	A5UAK7
A5UAK7	A6VMF8
A5UAK7	P44612
A5UAK7	A3N348
A5UAK7	Q0I316
C4LL93	C4LL93
C4LL93	C3PKL1
C4LL93	A9WRT1
C4LL93	A1SE26
C4LL93	A1R990
C4LL93	B1W525
C4LL93	Q47LE2
C4LL93	A5TZT8
C4LL93	A4QBE5
C4LL93	A4T183
C4LL93	A0QRH1
C4LL93	A1UAY5
C4LL93	Q5YPB0
Q3JAD5	Q3JAD5
Q3JAD5	A5FJR8
Q3JAD5	A1TYT7
Q3JAD5	B1VV57
Q3JAD5	A7MQM1
Q3JAD5	B0U3F5
Q3JAD5	B2I621
Q3JAD5	P05694
Q3JAD5	B2VI65
Q3JAD5	B4SZ67
Q3JAD5	B4TNX3
Q3JAD5	B2TVH5
Q3JAD5	Q31UF9
Q3JAD5	Q0SZ21
Q3JAD5	B5XYJ1
Q3JAD5	A6TGK9
Q3JAD5	A8ACX7
Q3JAD5	A7ZU36
Q3JAD5	B5YY78
Q3JAD5	Q0TAP6
Q3JAD5	B1IW76
Q3JAD5	Q1R4A4
Q3JAD5	A9MIY8
Q3JAD5	Q57HP2
Q3JAD5	A4WFZ2
Q3JAD5	B5FNW1
Q3JAD5	B5RFN3
Q3JAD5	B7J432
Q3JAD5	B5ELU7
Q3JAD5	B8DMM2
Q3JAD5	Q1LU68
Q3JAD5	B2TBS1
Q3JAD5	Q058E7
Q3JAD5	P93263
Q3JAD5	C1KEU0
Q3JAD5	O50008
Q3JAD5	Q2QLY5
Q3JAD5	Q42699
Q3JAD5	Q0WNZ5
Q3JAD5	Q3A7E2
Q3JAD5	A4JJS1
Q3JAD5	B1Z0R8
Q3JAD5	A0B2Z3
Q3JAD5	B4EJ37
Q3JAD5	Q1BQX8
Q3JAD5	B2JNZ4
Q3JAD5	Q3SNK1
Q3JAD5	A4XSY1
Q3JAD5	B7VAU6
Q3JAD5	Q1I4X3
Q3JAD5	A6V1K5
Q3JAD5	A3N1F9
Q3JAD5	A5UBH4
Q3JAD5	P45331
Q3JAD5	B0UU16
Q3JAD5	A9M4E3
Q3JAD5	B3GY43
Q3JAD5	B0BQ96
Q3JAD5	Q0K0V6
Q3JAD5	P57843
Q3JAD5	B6J6H8
Q3JAD5	A1V6R3
Q3JAD5	A3NY08
Q3JAD5	B6J3R8
Q3JAD5	A9KDA0
Q3JAD5	B5FFR4
Q3JAD5	Q5E430
Q3JAD5	A7FDD3
Q3JAD5	Q2NWV8
Q3JAD5	B4EWC2
Q3JAD5	A1JIE5
Q3JAD5	A9IKD8
Q3JAD5	A7HQP6
Q2KIP2	Q2KIP2
B7MCM0	B7MCM0
B7MCM0	B7L8Y4
B7MCM0	B7NRB5
B7MCM0	B7MWF3
B7MCM0	C4ZQN7
B7MCM0	A1ACB2
B7MCM0	P59331
B7MCM0	P31658
B7MCM0	B6I112
B7MCM0	B1LQP2
B7MCM0	Q1RAH5
B7MCM0	B2TWL8
B7MCM0	Q0T3G3
B7MCM0	P64312
B7MCM0	A7WYY0
A5FLE3	A5FLE3
A5FLE3	A5FDF9
O29026	O29026
P42045	P42045
P42045	O04921
P16622	P16622
P16622	P22830
P16622	O57478
P16622	P22600
P16622	Q3YA36
P96155	P96155
A7ZF95	A7ZF95
A7ZF95	A6Q7C5
B3E177	B3E177
B3E177	A1BIW8
B3E177	P62364
B3E177	B8FLE8
B3E177	A1VHE4
B3E177	B8DQ42
B3E177	C4XTP0
P44435	P44435
P44435	B4ESZ9
P44435	A3N3W4
P44435	Q65RC0
P44435	A1JTW2
P44435	A7FJH4
P44435	Q1C9R5
P44435	A6VQ73
P44435	A9R2K8
P44435	B1JPW4
P44435	C6DF72
P44435	Q12NS9
P44435	B8E9A0
P44435	A3D5B0
P44435	A6WP21
P44435	A8H5E4
P44435	A4Y7H1
P44435	A0KWB1
P44435	Q0HJ98
P44435	Q0HUN5
P44435	A1RJ17
P44435	B1KRG4
P44435	A1S6Z5
P44435	Q47XB4
P44435	B7MWU2
P44435	B7M403
P44435	B5FM45
P44435	A8A1P8
P44435	Q15RU5
P44435	B5QZL6
P44435	A1ACN6
P44435	B4T9N8
P44435	P10371
P44435	Q5PDP7
P44435	A9N7S1
P44435	C0Q1J8
P44435	B5BFB6
P44435	B3GZH2
P44435	B0BU54
P44435	A0KKB4
P44435	A4SMQ0
P44435	Q083K0
P44435	B0TQY9
P44435	A3QF20
P44435	Q5QWQ6
P44435	Q32EF3
P44435	B5XPE3
P44435	Q3Z0G1
P44435	A6TBC7
P44435	B7MDH8
P44435	B5EX43
P44435	Q2NTX5
P44435	C5BG15
P44435	A7MHE2
P44435	B5FDA3
P44435	A1SVD0
P44435	B6EJ92
P44435	C4LFI3
P44435	A7MX07
P44435	B8D8Q6
P44435	P57205
P44435	B8D710
Q5ZW90	Q5ZW90
B4U7F2	B4U7F2
B4U7F2	O66455
B4U9L1	B4U9L1
P54870	P54870
O31534	O31534
Q38HX4	Q38HX4
Q38HX4	C9XIS5
O27694	O27694
O27694	P26939
A0RX34	A0RX34
Q12TL1	Q12TL1
Q12TL1	Q465F3
Q5YZ21	Q5YZ21
Q5YZ21	A0LTH9
Q5YZ21	Q0SHN1
Q5YZ21	P66993
Q5YZ21	C1AQA7
Q5YZ21	A4TBH5
Q5YZ21	A0R048
Q5YZ21	A3Q1Q2
Q5YZ21	A1UI88
Q5YZ21	P9WFX5
Q5YZ21	Q0RFI3
Q5YZ21	A0JX18
Q5YZ21	A5CS25
Q5YZ21	Q4JWC7
B7JX56	B7JX56
B7JX56	Q3M4T0
P96556	P96556
A9VJW1	A9VJW1
A9VJW1	C3P3T9
A9VJW1	B7HH00
A4J148	A4J148
B2FNZ5	B2FNZ5
B2FNZ5	B2I9J1
B2FNZ5	B2SVN9
B2FNZ5	Q2P0U0
B3EIU9	B3EIU9
B3EIU9	B4SA76
Q609C2	Q609C2
C4K0F2	C4K0F2
C4K0F2	A8GWV0
C4K0F2	A8EYU0
C4K0F2	A8GS98
Q5NQ30	Q5NQ30
C1A601	C1A601
Q2SLV0	Q2SLV0
Q2SLV0	Q0KA59
Q2SLV0	Q46S32
Q2SLV0	Q11BH8
Q2SLV0	Q1GQ92
Q2SLV0	A5IFN1
Q2SLV0	Q5X2M8
Q5P5L9	Q5P5L9
M9PD06	M9PD06
Q4R6D3	Q4R6D3
Q2V6J9	Q2V6J9
Q0C618	Q0C618
P82605	P82605
O22944	O22944
O22944	Q60E61
C8VC05	C8VC05
O29444	O29444
Q37714	Q37714
Q37714	P07710
Q37714	P18929
Q37714	P51937
Q37714	B0FWD8
Q37714	P33502
Q37714	O63623
Q37714	P09045
Q37714	Q37546
Q37399	Q37399
Q37399	Q37625
Q37399	P48910
Q37399	Q36518
Q37399	P18630
Q37399	Q37312
Q37399	O99869
Q37399	P16265
Q35141	Q35141
Q36150	Q36150
O79422	O79422
O79422	O47430
O79422	P48176
O79422	O79411
O79422	O78688
O79422	P03921
O79422	Q35543
O79422	Q00542
O79422	P03915
O79422	P03919
O79422	Q34879
O79422	P03916
O79422	P24978
O79422	P92699
O79422	P03918
O79422	O78756
O79422	O03205
O79422	Q2I3G4
O79422	P48921
O79422	O63908
O79422	P48656
O79422	P18940
O79422	P03922
O79422	O47815
P50367	P50367
P50367	Q0H8X0
P50367	Q35099
P50367	P29388
P50367	P20679
P50367	Q01561
P43269	P43269
Q5MYT7	Q5MYT7
P31051	P31051
P51267	P51267
Q08C60	Q08C60
Q08C60	Q5F2N2
Q08C60	Q495W5
Q08C60	Q68FV3
C3N1B4	C3N1B4
C3N1B4	C3NMY2
C3N1B4	C4KKV8
C3N1B4	C3N9B4
C3N1B4	Q4J9C6
C3N1B4	A4YH39
P0A434	P0A434
Q01804	Q01804
P15293	P15293
Q53H96	Q53H96
Q53H96	Q58D08
Q53H96	Q4R531
Q53H96	Q5PQJ6
Q53H96	A1L2Q8
P83006	P83006
A6L8I6	A6L8I6
A6L8I6	B2RKW6
A6L8I6	B6YS28
F4KIN4	F4KIN4
P72540	P72540
A4X388	A4X388
A4X388	A0QP32
A4X388	A4FQV7
A4X388	B8ZTI5
A4X388	P65687
A4X388	B2HMX9
A4X388	A3PSV1
A4X388	Q1BFN7
A4X388	A5TYT6
A4X388	A1T1K1
A4X388	A3DJE3
A4X388	A0JSP6
A4X388	Q4JY04
A4X388	C4LGT5
A4X388	P20007
A4X388	P29190
A4X388	A0A4X1UM84
A4X388	P05153
A4X388	Q05893
A4X388	Q2IFT1
A4X388	Q08262
A4X388	Q2L1L0
A4X388	Q63VB7
A4X388	A4QHQ4
A4X388	A8L175
A4X388	B7GY31
A4X388	B7I624
A4X388	B0VSN6
A4X388	Q5P2P8
B1HUY7	B1HUY7
P22636	P22636
P06672	P06672
Q4V3C8	Q4V3C8
A9WG10	A9WG10
O07600	O07600
Q3IBW0	Q3IBW0
Q5QYR6	Q5QYR6
Q5QYR6	B6J5G0
Q5QYR6	B6J235
Q5QYR6	A9KD01
Q5QYR6	A0B3G1
Q5QYR6	B4EKD5
Q5QYR6	A2S3E6
Q5QYR6	A1V3D9
Q5QYR6	B1K4I6
