Q0QFQ1	Q0QFQ1
O67083	B2SCP3
O67083	Q2YIS9
O67083	A6X6W2
O67083	P0A3D8
O67083	A9MDJ3
O67083	C0RK28
O67083	P0A3D6
O67083	P0A3D7
O67083	Q14H85
O67083	Q5NFT3
O67083	A4IYH5
O67083	A7NBJ3
O67083	B0BTL7
O67083	A3N3M9
O67083	B3H307
O67083	A2SIR1
O67083	Q5FSJ9
O67083	Q5P1H1
O67083	A1K8P4
O67083	P28602
O67083	A5EBP8
O67083	Q13CU0
O67083	B3QF66
O67083	Q1QI02
O67083	P57779
O67083	B6J386
O67083	A4XR78
O67083	Q02G19
O67083	A5VYH6
O67083	Q3K6Y7
O67083	A4VKZ1
O67083	Q1IEW1
O67083	P57778
O67083	C3KDN7
O67083	B0KNF5
O67083	Q67T48
O67083	A1JNA4
O67083	B7N928
O67083	Q3Z4S4
O67083	Q1RF60
O67083	Q2NV56
O67083	B7LV14
O67083	A7MNM8
O67083	B5Y0N2
O67083	A7FL85
O67083	A7ZIN5
O67083	Q1CL26
O67083	B7UKF5
O67083	A4TPA3
O67083	B7L7A0
O67083	Q05338
O67083	B5Z3Y6
O67083	B1JHN0
O67083	B7NIF5
O67083	A9MLY4
O67083	B7M3W7
O67083	B5FLJ9
O67083	C4ZUS9
O67083	B5R613
O67083	B1XFR2
O67083	B4T9I3
O67083	A7ZXD3
O67083	Q5PFJ1
O67083	A1A8E1
O67083	B5BD43
O67083	Q0TKG6
O67083	A8GAV7
O67083	B1IZB9
O67083	Q32J55
O67083	Q59735
O67083	Q5WZB4
O67083	A5IHG9
O67083	Q65SV7
O67083	Q4QLD6
O67083	P43868
O67083	B7H0X1
O67083	B0VLE0
O67083	A3M1P7
O67083	B0VEC9
O67083	Q4FUR3
O67083	C4K332
O67083	Q5F9U6
O67083	Q1H397
O67083	Q3JAW7
O67083	B8GU82
O67083	Q15NQ1
O67083	Q0VSV6
O67083	C5BIF4
O67083	Q30S35
O67083	Q1CSI9
O67083	B5Z875
O67083	Q4UJN9
O67083	A7H4N6
O67083	A8FKS9
O67083	A0RNU4
O67083	A2RJS3
O67083	B3W963
O67083	O84492
O67083	B0B858
O67083	Q3KLL2
O67083	Q252Z7
O67083	Q5L6X6
O67083	B5EJ44
O67083	B9M326
O67083	C6E7U2
O67083	B0SNJ9
Q15034	Q15034
Q15034	Q5GLZ8
A4FBW7	A4FBW7
A4FBW7	C0ZZV8
A4FBW7	A0QFA4
A4FBW7	P0A5B2
A4FBW7	C1AQ38
A4FBW7	A4TB82
A4FBW7	B2HFX5
A4FBW7	B8DUC2
A4FBW7	P60537
A4FBW7	A0QZX2
A4FBW7	Q1B781
A4FBW7	Q0SIE8
A4FBW7	A5U4E8
A4FBW7	P9WMM9
A4FBW7	A0PQV0
A4FBW7	C5C6A2
A4FBW7	A1SJH0
A4FBW7	Q47TK1
A4FBW7	B2GGU7
A4FBW7	B1W4A6
A4FBW7	P60535
A4FBW7	C3PG92
P55747	P55747
A0A150XSC5	A0A150XSC5
Q4JAC0	Q4JAC0
Q4JAC0	C3MQ04
Q4JAC0	A2BN92
Q4JAC0	A3DM64
Q4JAC0	Q465Q6
Q4JAC0	A2SQ88
Q4JAC0	A3CU85
Q4JAC0	A1RSF4
Q4JAC0	O28534
Q4JAC0	B8GEE2
Q4JAC0	Q0W6Q1
Q4JAC0	A7I6J9
Q4JAC0	Q2NHB7
Q4JAC0	B6YUC9
Q4JAC0	C5A2X0
Q4JAC0	Q5JEX0
Q4JAC0	A4G0M1
Q4JAC0	Q58995
Q4JAC0	A9A8W5
Q4JAC0	A6UQY1
Q4JAC0	Q3ITE8
Q4JAC0	B0R737
Q4JAC0	Q5UY54
Q4JAC0	Q18FD0
P0DXE5	P0DXE5
Q39QF5	Q39QF5
Q39QF5	Q2LQN9
Q39QF5	B9U6P5
Q39QF5	P34275
Q39QF5	G3KIM8
Q39QF5	P15651
Q39QF5	P16219
Q39QF5	Q07417
Q39QF5	P79273
Q39QF5	Q2LQP0
Q39QF5	Q5RBD5
Q39QF5	P12007
Q39QF5	H6LGM6
Q39QF5	P51174
Q39QF5	Q60HI0
Q39QF5	P79274
Q39QF5	P15650
Q39QF5	P52042
Q39QF5	A8WP91
Q39QF5	P08503
Q39QF5	P41367
Q39QF5	Q3SZB4
Q39QF5	P11310
Q39QF5	P45952
Q39QF5	A5A6I0
Q39QF5	Q54RR5
Q39QF5	Q5RF40
Q39QF5	Q5EAD4
Q39QF5	O54143
Q55467	Q55467
Q07737	Q07737
Q2QY53	Q2QY53
Q2QY53	O22932
Q2QY53	P92937
Q2QY53	Q0D4B2
Q2QY53	Q5QNM6
Q2QY53	Q60EY8
Q2QY53	O65554
Q2QY53	Q5Z6X0
Q2QY53	A3B529
Q2QY53	Q2RBF0
Q2QY53	Q2QYM3
Q2QY53	O80902
Q2QY53	O35280
Q2QY53	Q61RA2
P84543	P84543
Q5XW77	Q5XW77
Q39056	Q39056
B0UV22	B0UV22
B0UV22	B6J596
B0UV22	B6J2J7
B0UV22	Q1C2D3
B0UV22	A7MQP3
B0UV22	A7ZUJ0
B0UV22	B3GYJ4
B0UV22	Q1CN90
B0UV22	Q66FR1
B0UV22	B1JJI8
B0UV22	A1T0P0
B0UV22	B7MIW5
B0UV22	B7NR61
B0UV22	B5F0V8
B0UV22	B7M726
B0UV22	Q57H79
B0UV22	C5A0R9
B0UV22	B5FPY5
B0UV22	A8A778
B0UV22	B5RFK9
B0UV22	A1AIF2
B0UV22	B4TCR5
B0UV22	Q0TA86
B0UV22	B4T0Y0
B0UV22	B1LNT0
B0UV22	Q5PK80
B0UV22	B2VG89
B0UV22	A9N0I2
B0UV22	C0Q2Q8
B0UV22	B5BJP4
B0UV22	A1S203
B0UV22	A6WHR3
B0UV22	B0TM27
B0UV22	A3Q967
B0UV22	A8GYW1
B0UV22	B8CNB7
B0UV22	A0KRK9
B0UV22	A8G1G2
B0UV22	Q0HNV3
B0UV22	Q1D9X8
B0UV22	Q31U19
B0UV22	Q32AF0
B0UV22	Q3YV06
B0UV22	A8AKV0
B0UV22	Q2NWS4
B0UV22	B5ZV89
B0UV22	A1UU59
B0UV22	Q57AH1
B0UV22	A9M9S1
B0UV22	P63808
B0UV22	A5VT45
B0UV22	B0CJI8
B0UV22	A1SF33
B0UV22	A6UEK1
B0UV22	B3PWH7
B0UV22	P63813
B0UV22	Q04L73
B0UV22	B5E3L1
B0UV22	B1IB08
B0UV22	B8ZNP1
B0UV22	C1CDI6
B0UV22	C1CJS8
B0UV22	C1CS52
B0UV22	P63812
B0UV22	Q4JU68
B0UV22	A4QCW5
B0UV22	C3PFC1
B0UV22	B4U2S2
B0UV22	P0DA40
B0UV22	Q1JGM0
B0UV22	A2REA6
B0UV22	Q48TD0
B0UV22	P0DA41
B0UV22	Q5M079
B0UV22	Q5M4T8
B0UV22	Q03L30
B0UV22	Q2J338
B0UV22	Q07UR1
B0UV22	Q21CJ9
B0UV22	B6JCG7
B0UV22	A8HYS9
B0UV22	A4YJV7
B0UV22	A4W1L8
B0UV22	A3CMP3
B0UV22	Q03PP4
B0UV22	Q38ZE2
B0UV22	Q1WRY7
B0UV22	B2G996
B0UV22	A7Z6C4
B0UV22	P54556
B0UV22	A0AH37
B0UV22	A0R2V9
B0UV22	C1A2X7
B0UV22	Q0S4A2
B0UV22	C1AYH1
B0UV22	Q1B4E6
B0UV22	A0PKS1
B0UV22	Q5YQ72
B0UV22	C0Z7P4
B0UV22	P9WPA7
B0UV22	A1KHN2
B0UV22	A7HSG6
B0UV22	B0RD37
Q2W897	Q2W897
Q2W897	A1JKR9
Q2W897	B8E9S4
Q2W897	A3D6W2
Q2W897	A6WQQ0
Q2W897	P44665
Q2W897	A9KXL1
Q2W897	Q12PT7
Q2W897	B0BQK6
Q2W897	Q085U9
Q2W897	A0KJ41
Q2W897	A7ZPW0
Q2W897	B0TLI1
Q2W897	A4SP04
Q2W897	B7MI02
Q2W897	A3QCF9
Q2W897	A7FFY6
Q2W897	B7LDA9
Q2W897	B0UWR0
Q2W897	A8H242
Q2W897	Q5E775
Q2W897	B5Z0Y6
Q2W897	A4Y8U3
Q2W897	B7NRG7
Q2W897	A0KUJ2
Q2W897	B7N304
Q2W897	B5XNL2
Q2W897	A8FT67
Q2W897	C4ZX92
Q2W897	A6TCD6
Q2W897	Q0HKW2
Q2W897	B1XAZ2
Q2W897	Q0HX60
Q2W897	A8A323
Q2W897	B1KKI9
Q2W897	Q0TEW8
Q2W897	B2TXU2
Q2W897	B7N6A5
Q2W897	B5F1A0
Q2W897	Q0T202
Q2W897	Q1R8L6
Q2W897	Q3YZ35
Q2W897	A9MHL3
Q2W897	A4WD95
Q2W897	Q57LI4
Q2W897	Q2NS37
Q2W897	B7LKC1
Q2W897	B5R584
Q2W897	Q65R87
Q2W897	B5RCZ4
Q2W897	B4TD95
Q2W897	B4T0Q1
Q2W897	A8AD69
Q2W897	Q5PNI4
Q2W897	C4LC34
Q2W897	C0PYM8
Q2W897	B5BAY3
Q2W897	B4EZT6
Q2W897	B4TR97
Q2W897	B7VJT5
Q2W897	A7MU39
Q2W897	A8GHW8
Q2W897	A5F3F8
Q2W897	A1S866
Q2W897	C3LT10
Q2W897	Q2Y6F3
Q2W897	A6H1B8
Q2W897	A5FJ06
Q2W897	Q492D9
Q2W897	Q2S0P9
Q2W897	Q5LY98
Q2W897	Q04LD5
Q2W897	B5E369
Q2W897	Q1JAS5
Q2W897	Q1J5R7
Q2W897	A2RDK1
Q2W897	Q48SK0
Q2W897	B5XMB1
Q2W897	A4W3A5
Q2W897	C0MD67
Q2W897	C1CJL5
Q2W897	B8DCJ5
Q2W897	C0MBZ4
Q2W897	Q0BWY9
Q2W897	B0T387
Q2W897	Q032R6
E9Q7F2	E9Q7F2
O35445	O35445
O35445	Q568Y3
O35445	Q5RFK9
B8H1E9	B8H1E9
O83433	O83433
B2UNU8	B2UNU8
Q67WQ7	Q67WQ7
P21593	P21593
P21593	P14964
P21593	Q12604
P21593	P13649
P21593	Q01378
P21593	P07922
P21593	P41769
P21593	P48844
P21593	O93864
P21593	O42771
P21593	P49434
P21593	P78724
P21593	P79075
P21593	O94127
P21593	O13410
P21593	P10652
P21593	Q1E9A1
P21593	P07817
P21593	O13416
Q5GTB4	Q5GTB4
Q5GTB4	Q2M197
Q5GTB4	Q5UX57
Q5GTB4	G0HV10
Q5GTB4	P70698
Q5GTB4	P70303
Q5GTB4	Q5XHA8
Q5GTB4	P28274
Q5GTB4	A7IA93
Q5GTB4	Q2FSE6
Q5GTB4	O29987
Q5GTB4	O74638
Q5GTB4	Q48965
Q5GTB4	A0KU81
Q5GTB4	A6WR29
Q5GTB4	Q086B1
Q5GTB4	A7ZQM3
Q5GTB4	A3QC76
Q5GTB4	B7UHJ6
Q5GTB4	Q0I200
Q5GTB4	B7MLA1
Q5GTB4	Q0HXH1
Q5GTB4	B7MZ76
Q5GTB4	B1KPT7
Q5GTB4	B7LXJ6
Q5GTB4	B5XV18
Q5GTB4	B2TZF3
Q5GTB4	C4ZZT3
Q5GTB4	Q32CD5
Q5GTB4	B1XDJ0
Q5GTB4	Q0T1P8
Q5GTB4	P0A7E6
Q5GTB4	P0A7E5
Q5GTB4	Q2NVN8
Q5GTB4	B1LQB3
Q5GTB4	Q1R7R3
Q5GTB4	B7VK69
Q5GTB4	P57491
Q5GTB4	Q65VZ8
Q5GTB4	A7MTS6
Q5GTB4	P59039
Q5GTB4	A8ANY8
Q5GTB4	C3LQZ1
Q5GTB4	B8D7U6
Q5GTB4	A4WDW8
Q5GTB4	A3MYK8
Q5GTB4	B2VFY9
Q5GTB4	B3GZX8
Q5GTB4	A4SRC2
Q5GTB4	B6EKL9
Q5GTB4	A7FLZ6
Q5GTB4	Q1C3Y5
Q5GTB4	B2K560
Q5GTB4	Q21LC4
Q5GTB4	Q1CLT3
Q5GTB4	B5F4P0
Q5GTB4	Q57KG9
Q5GTB4	B5RDS6
Q5GTB4	Q4QLL2
Q5GTB4	B4EUF6
Q5GTB4	P65921
Q5GTB4	A5UIK2
Q5GTB4	Q15QR7
Q5GTB4	B8E8T0
Q5GTB4	Q4FR69
Q5GTB4	B7I920
Q5GTB4	B2I2A7
Q5GTB4	B0VQI6
Q5GTB4	A3M5Y3
Q5GTB4	B0V675
Q5GTB4	Q2W6A0
Q5GTB4	B1XUS0
Q5GTB4	B2U9C0
Q5GTB4	Q2KZF8
Q5GTB4	B2JIX2
Q5GTB4	B1YT11
Q5GTB4	B4EDA3
Q5GTB4	Q0BDS1
Q5GTB4	A9AGW0
Q5GTB4	A3ML79
Q5GTB4	A4SXE7
Q5GTB4	A2SAU5
Q5GTB4	Q62J08
Q5GTB4	Q1LPI8
Q5GTB4	A1V5K4
Q5GTB4	Q0KCE5
Q5GTB4	B1JUY8
Q5GTB4	Q473G7
Q5GTB4	Q2SXC7
Q5GTB4	B3R496
Q5GTB4	A4JFY7
Q5GTB4	Q3B6P1
Q5GTB4	B3EE77
Q5GTB4	B3QRL0
Q5GTB4	B3EK39
Q5GTB4	A1BJR8
Q5GTB4	A4SCI7
Q5GTB4	B3QWC0
Q5GTB4	P59040
Q5GTB4	B4SAT4
Q5GTB4	B4S3A5
Q5GTB4	P28595
Q5GTB4	B6IQ27
Q5GTB4	A5FXW7
Q5GTB4	Q2RT58
Q5GTB4	A3PLA0
Q5GTB4	A4WQW2
Q5GTB4	Q28MG4
Q5GTB4	A1B8D4
Q5GTB4	Q168S7
Q5GTB4	Q5LTV0
Q5GTB4	Q1GF61
Q5GTB4	B8IZF5
Q5GTB4	A1VDL2
Q5GTB4	Q1MR71
Q5GTB4	Q310T4
Q5GTB4	B7JHG1
Q5GTB4	C1F0R6
Q5GTB4	B7HFN6
Q5GTB4	A7GV88
Q5GTB4	A9VSD6
Q5GTB4	Q5WB43
Q5GTB4	Q5KUG2
Q5GTB4	B7IH88
Q5GTB4	Q5JGF1
Q5GTB4	O59456
Q5GTB4	Q1QMJ4
Q5GTB4	B0B9T3
Q5GTB4	Q3KMH9
Q5GTB4	B0BBG3
Q5GTB4	A4YVC9
Q5GTB4	A9IS43
Q5GTB4	B3Q0M2
Q5GTB4	Q2K871
Q5GTB4	A6X0L6
Q5GTB4	A5VQQ9
Q5GTB4	Q2IWB8
Q5GTB4	Q07NF1
Q5GTB4	Q136D7
Q5GTB4	B3Q6M4
Q5GTB4	B7KUU9
Q5GTB4	B1M5Q9
Q5GTB4	B0U802
Q5GTB4	B8EJS8
Q5GTB4	Q1GTY6
Q5GTB4	Q2G6R7
Q5GTB4	Q03T27
Q5GTB4	Q38V48
Q5GTB4	Q1WV30
Q5GTB4	C1F1E7
Q5GTB4	A6UTE4
Q5GTB4	B5Y8A3
Q5GTB4	Q4FM39
Q5GTB4	Q4UTN9
Q5GTB4	Q5F7G6
Q5GTB4	A9M0Y3
Q5GTB4	A1KUX8
Q5GTB4	B0RUK3
Q5GTB4	B2SUA3
Q5GTB4	Q5GYK0
Q5GTB4	B2I935
Q5GTB4	B4RBW5
Q5GTB4	B0BXB3
Q5GTB4	A6H0U1
Q5GTB4	A5FHA4
Q5GTB4	Q58574
Q5GTB4	B8JBN6
Q5GTB4	Q2LRK2
Q5GTB4	Q2IH81
Q5GTB4	A7HIF0
Q5GTB4	Q128E7
Q5GTB4	A1WL89
Q5GTB4	O26519
Q5GTB4	B9KHF1
Q5GTB4	Q2GHT7
Q5GTB4	Q5FFC3
Q5GTB4	Q5HC60
Q5GTB4	Q5PBX6
Q5GTB4	Q2GLS9
Q5GTB4	Q39W62
Q5GTB4	A1APF9
Q5GTB4	A5G5T3
Q5GTB4	Q47DH9
Q5GTB4	Q0AD92
Q5GTB4	O85347
Q5GTB4	A1VXA6
Q5GTB4	Q2S538
Q5GTB4	Q2NK04
Q5GTB4	B1VAI9
Q5GTB4	Q30NS7
Q5GTB4	Q2GCQ2
Q5GTB4	A2CDX8
Q5GTB4	Q54775
Q5GTB4	Q2JLG7
Q5GTB4	A5GWT6
Q5GTB4	Q3AGF7
Q5GTB4	B0CBC7
Q5GTB4	Q3MAV1
Q5GTB4	B1XMC5
Q5GTB4	B1WV74
Q5GTB4	A2C5F9
Q5GTB4	B8HNM9
Q5GTB4	A9BDD9
Q5GTB4	A2BZ76
Q5GTB4	Q3ZYU1
Q5GTB4	Q317V2
Q5GTB4	B9L1H7
Q5GTB4	B9LB79
Q5GTB4	B8GAQ5
Q5GTB4	C0MFQ9
Q5GTB4	O87761
Q5GTB4	A8AZ08
Q5GTB4	P65925
Q5GTB4	P0DD70
Q5GTB4	Q1JK23
Q5GTB4	Q1J4X1
Q5GTB4	Q48RF1
Q5GTB4	Q5M6C0
Q5GTB4	A8MB89
Q5GTB4	Q4JAK8
Q5GTB4	B8ZRH6
Q5GTB4	A3Q0R1
Q5GTB4	P9WHK7
Q5GTB4	C1ASX9
Q5GTB4	A4QE10
Q5GTB4	C4LIF4
Q5GTB4	P0A5U3
Q5GTB4	A1KJB5
Q5GTB4	C1ANX1
Q5GTB4	P53529
Q5GTB4	Q1CUG1
Q5GTB4	Q5R142
Q5GTB4	Q0AU97
Q5GTB4	Q64T27
Q5GTB4	Q5LC42
Q5GTB4	C1DCC1
Q5GTB4	Q660U9
Q5GTB4	B2S2Q3
Q5GTB4	O83327
Q5GTB4	B7J6R2
Q5GTB4	Q02RA9
Q5GTB4	Q4KHF8
Q5GTB4	A6V1F1
Q5GTB4	Q3KH94
Q5GTB4	B0KSB7
Q5GTB4	Q4ZWR0
Q5GTB4	Q5X5Y6
Q5GTB4	A4XWS3
Q5GTB4	Q1H009
Q5GTB4	Q0A7K2
Q5GTB4	A4VJT9
Q5GTB4	Q5NZ71
Q5GTB4	Q465Q4
Q5GTB4	B9DME0
Q5GTB4	A6U3L2
Q5GTB4	Q2FWD1
Q5GTB4	Q2YUM6
Q5GTB4	P99072
Q5GTB4	A8YY92
Q5GTB4	P65924
Q5GTB4	Q4L808
Q5GTB4	Q49Z73
Q5GTB4	A7NN90
Q5GTB4	Q3AFT7
Q5GTB4	A9N9V5
Q5GTB4	B6J4W8
Q5GTB4	Q14J73
Q5GTB4	A7ND08
Q5GTB4	Q0BLA3
Q5GTB4	Q5NHS1
Q5GTB4	A4IZP3
Q5GTB4	Q1AW18
Q5GTB4	B8I598
Q5GTB4	A3DGR3
Q5GTB4	Q0SQX5
Q5GTB4	B8GW64
Q5GTB4	Q1J055
Q5GTB4	C1CWM4
Q5V5F7	Q5V5F7
Q5V5F7	A6WE36
P90897	P90897
F4INA9	F4INA9
A0A1D6LAB7	A0A1D6LAB7
A0A1D6LAB7	A0A1D6GDY8
A0A1D6LAB7	Q0DM51
P0C5D9	P0C5D9
P0C5D9	A4QQ05
P0C5D9	Q4WHD2
P0C5D9	A1DG00
P0C5D9	A2QFH1
P0C5D9	Q0CHR1
P0C5D9	Q5AW61
P41347	P41347
P41347	P41349
P41347	O49856
P31765	P31765
P31765	Q5R8U1
P31765	P0A9C3
A4ITV2	A4ITV2
A4ITV2	P37484
P50127	P50127
P50127	A1YGR5
P50127	P23336
Q59001	Q59001
B1L7A7	B1L7A7
A9CQL8	A9CQL8
A9CQL8	C1C416
A9CQL8	Q5R7S9
A9CQL8	D3ZVR7
A9CQL8	B5X9L9
Q08AT1	Q08AT1
P0C0E4	P0C0E4
Q4R8E0	Q4R8E0
Q4WZ64	Q4WZ64
Q3UP38	Q3UP38
A8X6H1	A8X6H1
A8X6H1	Q64595
A8X6H1	Q13237
A8X6H1	P00516
A8X6H1	Q13976
A8X6H1	P0C605
A8X6H1	O77676
Q2KIA9	Q2KIA9
Q2KIA9	Q0QWS4
Q07QM9	Q07QM9
Q07QM9	C3K2P6
Q07QM9	B7V7T3
Q07QM9	Q4K5E1
Q07QM9	Q3K675
Q07QM9	B1J153
Q07QM9	Q4UVK6
Q07QM9	C1DNK9
Q07QM9	B0RS35
B2IWI8	B2IWI8
B2IWI8	Q2JQ26
B2IWI8	Q2JT83
B2IWI8	Q31R15
Q2TZQ9	Q2TZQ9
Q2TZQ9	B8NBJ4
Q2TZQ9	Q0C8Z0
Q2TZQ9	A1DGM6
Q5RDS6	Q5RDS6
Q5RDS6	A7E2Z2
Q5RDS6	Q4R381
Q5RDS6	P42124
B5EZR9	B5EZR9
B5EZR9	Q32DJ4
B5EZR9	Q0T2E6
B5EZR9	Q3YZM2
B5EZR9	A7MH81
B5EZR9	B7MGV7
B5EZR9	B5YXY4
B5EZR9	B7NP24
B5EZR9	B7M6M2
B5EZR9	A8A2L0
B5EZR9	B1IXA5
B5EZR9	P77399
B5EZR9	Q1R972
B5EZR9	A4WCW6
B5EZR9	A6TC19
B5EZR9	B5FPN1
B5EZR9	B5RCL3
B5EZR9	B4TCA8
B5EZR9	B4SZR0
B5EZR9	A9N453
B5EZR9	B2TWV4
B5EZR9	Q31YB7
B5EZR9	B0TLB9
B5EZR9	Q08A39
B5EZR9	A3Q8U4
B5EZR9	A8FP63
B5EZR9	Q0HPB7
B5EZR9	Q0I0T3
B5EZR9	A1RDW6
B5EZR9	B1KCZ3
B5EZR9	A1S1I8
B5EZR9	A4STF2
B5EZR9	A0KEL1
B5EZR9	Q5E3U1
B5EZR9	A7MS61
B5EZR9	A8GH86
B5EZR9	Q668V1
B5EZR9	A7MQP0
B5EZR9	B6EGU2
B5EZR9	Q32A21
B5EZR9	A7ZU51
B5EZR9	B5YY93
B5EZR9	B7NV20
B5EZR9	C5A020
B5EZR9	B1XAK8
B5EZR9	A1JIG4
B5EZR9	P21177
B5EZR9	Q1C2C4
B5EZR9	B7NFE7
B5EZR9	Q1CN99
B5EZR9	B1LM32
B5EZR9	Q66FR8
B5EZR9	Q1R466
B5EZR9	B1JP63
B5EZR9	B7LTY9
B5EZR9	Q57HM6
B5EZR9	B5QW85
B5EZR9	B5RFL6
B5EZR9	Q5PKQ2
B5EZR9	A8G8D1
B5EZR9	C3LSI3
B5EZR9	B7VGL4
B5EZR9	A7N1D2
B5EZR9	A5F465
B5EZR9	Q29554
B5EZR9	P40939
B5EZR9	B7UYR6
B5EZR9	Q02PH8
B5EZR9	Q4KFC4
B5EZR9	C3K613
B5EZR9	Q4FQC6
B5EZR9	B7H1I0
B5EZR9	B7I3P1
B5EZR9	B2I2J9
B5EZR9	B0VLX4
B5EZR9	B0VE45
B5EZR9	Q1Q8J9
B5EZR9	A5WH99
B5EZR9	A1S7L6
B5EZR9	A6WQ25
B5EZR9	B0TL21
B5EZR9	A3QFP3
B5EZR9	A4Y897
B5EZR9	P55100
Q00944	Q00944
Q00944	Q05397
Q00944	P34152
Q00944	O35346
Q4IPC8	Q4IPC8
B7IIR4	B7IIR4
B7IIR4	B9E706
B7IIR4	C1ESU7
B7IIR4	B7HQG0
B7IIR4	Q5KWS9
B7IIR4	B9IYX5
B7IIR4	Q634E3
B7IIR4	O32038
B7IIR4	Q2FG97
B7IIR4	Q2YT75
B7IIR4	P67014
B7IIR4	P67015
B7IIR4	A8Z2F7
B7IIR4	P67016
B7IIR4	Q04I59
B7IIR4	B4U0K5
B7IIR4	P0DG30
B7IIR4	B5E3C1
B7IIR4	B8ZPN7
B7IIR4	Q48QS8
B7IIR4	B2IN32
B7IIR4	B5XJ82
B7IIR4	A4W4L2
B7IIR4	C0MGD3
B7IIR4	Q5LXN1
B7IIR4	Q03IB4
B7IIR4	B9DW80
B7IIR4	Q3JYL7
B7IIR4	C0MB16
B7IIR4	Q02WJ0
B7IIR4	Q0SN63
B7IIR4	B5RM04
B7IIR4	Q661H4
B7IIR4	B2S0F0
B7IIR4	Q317R3
B7IIR4	B5YJP5
B7IIR4	A6QPU5
B7IIR4	A8EXL4
B7IIR4	Q4UKE2
B7IIR4	C3PMI3
B7IIR4	A8GMB3
B7IIR4	A8GXC5
B7IIR4	A5CC91
B7IIR4	B1VQW8
B7IIR4	B2S501
B7IIR4	Q2YNA7
B7IIR4	A6X200
B7IIR4	A9MAD3
B7IIR4	C0RI89
B7IIR4	B0CL77
B7IIR4	A9IVI2
B7IIR4	B9JCV9
B7IIR4	Q11JA7
B7IIR4	B9LJ78
B7IIR4	A5UUR3
B7IIR4	A9WGJ7
B7IIR4	Q1GIZ8
B7IIR4	P47282
B7IIR4	B4SAH1
B7IIR4	B3QP90
B7IIR4	B3EQ26
B7IIR4	B4S8V2
B7IIR4	Q3B3A1
B7IIR4	Q67LP0
B7IIR4	A8F7R7
B7IIR4	B5EJL3
B7IIR4	B8GUK0
B7IIR4	Q0AIE4
B7IIR4	C0R2K4
B7IIR4	B3CPJ5
B7IIR4	Q3BQE6
B7IIR4	B4ST40
B7IIR4	B2FRP1
B7IIR4	Q5H2B1
B7IIR4	O94242
B7IIR4	A1TT99
B7IIR4	B9ME28
B7IIR4	A1W4E1
B7IIR4	Q21YX2
B7IIR4	A5IBW8
B7IIR4	Q5X586
B7IIR4	A5D3E3
B7IIR4	Q2LTE0
B7IIR4	A8ZUR7
B7IIR4	Q3AA17
B7IIR4	Q1LRG2
B7IIR4	B2JCV5
B7IIR4	B2SX42
B7IIR4	A0KAE8
B7IIR4	Q0BBZ1
B7IIR4	Q39D20
B7IIR4	A9AFC7
B7IIR4	A3MNU6
B7IIR4	Q475W2
B7IIR4	A2S8L9
B7IIR4	B2AH15
B7IIR4	Q62MP0
B7IIR4	A1V745
B7IIR4	B1JYI9
B7IIR4	A3NRK2
B7IIR4	Q3JVY8
B7IIR4	Q63X93
B7IIR4	Q2T132
B7IIR4	A4JHR9
B7IIR4	Q1GYN8
B7IIR4	B9K8E5
B7IIR4	Q3SLL2
B7IIR4	B4UIE3
B7IIR4	B8JH60
B7IIR4	A2SEP2
B7IIR4	B1YJF7
B7IIR4	B1HV71
B7IIR4	Q5HVD1
B7IIR4	A1VZ00
B7IIR4	Q2A622
B7IIR4	B0TW08
B7IIR4	Q0BPA2
B7IIR4	Q5NIQ4
B7IIR4	B3EUH5
B7IIR4	B7KB89
B7IIR4	B1WRQ9
B7IIR4	Q112K0
B7IIR4	B4RPA1
B7IIR4	C1DB91
B7IIR4	Q5HNS2
B7IIR4	A6U298
B7IIR4	P56459
B7IIR4	B5Z6Y8
B7IIR4	A1AW56
B7IIR4	P75068
B7IIR4	C0QT74
B7IIR4	B2V713
B7IIR4	A2CDX5
B7IIR4	Q3AVS9
B7IIR4	Q31NM6
B7IIR4	B0CF01
B7IIR4	B1XNY9
B7IIR4	Q5N5I8
B7IIR4	B8HXQ8
B7IIR4	B2J116
B7IIR4	A8G7J3
B7IIR4	Q317V3
B7IIR4	A2BTS0
B7IIR4	B2IKA4
B7IIR4	Q0A582
B7IIR4	Q607I4
B7IIR4	B0U2I5
B7IIR4	C0QFI1
B7IIR4	B0UI66
B7IIR4	B7KN33
B7IIR4	B8IUT2
B7IIR4	A5EIE6
B7IIR4	A7IK27
B7IIR4	Q215P7
B7IIR4	B8EN55
B7IIR4	B0SWQ6
B7IIR4	Q2G8P1
B7IIR4	A5FKJ2
B7IIR4	Q11YW2
B7IIR4	Q5LCK2
B7IIR4	A6LBU6
B7IIR4	Q5HAL5
B7IIR4	Q5FG09
B7IIR4	A3N1F3
B7IIR4	B8F789
B7IIR4	P43817
B7IIR4	Q0I3S3
B7IIR4	Q483C7
B7IIR4	Q4FSF4
B7IIR4	B7I8M5
B7IIR4	Q1QWG2
B7IIR4	B0V550
B7IIR4	A6VXD0
B7IIR4	C5BPP4
B7IIR4	Q0VRK1
B7IIR4	Q48FC1
B7IIR4	B7UXW9
B7IIR4	Q02IC5
B7IIR4	Q51422
B7IIR4	Q1I6E5
B7IIR4	Q4K7D5
B7IIR4	C3JYT1
B7IIR4	Q4ZWL5
B7IIR4	A8FUW6
B7IIR4	B8EA71
B7IIR4	A9L3I1
B7IIR4	A0KWL5
B7IIR4	A1RJQ6
